Title,label,x,y,z,size
Plant Water Management System w/ BME280,Energy Efficiency and Monitoring,8.946128,10.6053295,3.7279203,19
"Carbon Accounting Software Basics: Benefits, Features, and the Reasons to Use",Carbon Footprint Management,5.0977798,5.5579333,6.1427794,8
XRPL Grants Wave 4: Meet the New Judging Committee,Software Sustainability,6.5319357,5.079382,6.9996285,61
IBM zDay 2022 Recap: Speaking at zDay for The First Time | Optimizing Sustainability with LinuxOne,Green Cloud Computing,4.513,7.2036014,6.047314,27
How many emissions in a gigabyte of data?,Software Sustainability,6.177117,5.7197547,6.4698105,61
Calling All Sustainability Projects,Software Sustainability,6.541348,5.1000133,6.9950576,61
Finch: extension that lets people shop more sustainably,Sustainable Business Strategies for a Changing Climate,5.185926,4.966859,5.9474955,16
2. Green Mode Design: Implementation Strategies,Sustainable Web Design,7.6437287,6.2098584,8.202583,32
That one AWS Lambda hidden configuration that will make you a Hero - Guardian is watching over you,Green Cloud Computing,5.1662893,6.6975236,5.8486686,27
Selecting a sustainable hosting provider (AWS vs MS Azure vs Google Cloud),Green Cloud Computing,4.6605983,6.7017074,5.9713078,27
1. Green Mode Design Through Graceful Degradation,Sustainable Web Design,7.638797,6.2158227,8.214715,32
A starter kit for building climate friendly software,Software Sustainability,6.7607636,5.607274,6.9045568,61
IoT and Sustainability: The Needed Solution for a Greener Planet,Smart City Innovations for Sustainable Resource Management,8.970593,9.841333,3.6785257,5
June contributing.today: on supporting open source projects with monies,Tech for Good,7.9544992,5.257541,6.8607345,11
Greenchains: Can Blockchains Save the Environment?,Blockchain for Sustainability,4.899378,4.6416006,6.825567,13
Optimize your workloads for Sustainability,Green Cloud Computing,4.756966,6.493456,6.0724773,27
How Big is the Internet’s Carbon Footprint?,Software Sustainability,6.3289294,5.797688,6.7910576,61
Web Video && Network Speed Detection in JavaScript vs. UX,Sustainable Web Design,7.914281,6.4838543,7.8751187,32
Sustaining Community,Open Source Funding,13.304988,3.6437757,10.488371,46
Sustainability Transformation and DevSusOps,Sustainable Business Strategies for a Changing Climate,5.6574183,4.519958,6.025246,16
"Low-Waste Tech: Reduce, Reuse, Repair and Donate!",Software Sustainability,7.4022684,6.2997904,6.5108156,61
Making Sustainable Websites,Sustainable Web Design,7.804439,6.873382,8.288622,32
"On the psychology and dynamics of OSS: passion, burnout and (im)balance",Open Source Funding,13.247944,4.2340097,10.7914715,46
When Plans don't Last,Workplace dynamics,9.67706,5.0635343,5.8129463,31
Accidental Leadership in Open Source,Tech for Good,7.9651494,5.276223,6.863257,11
Our Responsibility for Sustainable Digital Services,Sustainable Web Design,7.643265,6.303294,8.215898,32
The Ins and Outs of Sustainability Measurement and Reporting in 2020,Software Sustainability,6.5374684,5.379879,6.6846385,61
free software actually costs something,Open Source Funding,13.260923,4.2289395,10.791753,46
Open source sustainability is a 🌎 debate,Open Source Funding,13.137248,4.1679454,10.283355,46
Unlock more dev.to features ,Open Source Funding,13.285682,3.4919217,10.487402,46
What do you think of Open Source Sustainability?,Open Source Funding,13.123836,4.1993046,10.829829,46
ESG Sustainability,ESG Reporting and Disclosure,2.0575402,2.2045107,4.6683283,18
The Modern UAT Environment Playbook,Workplace dynamics,9.420738,5.448108,5.511323,31
Kingcomix: The Ultimate Guide to Exploring Digital Comics Online,Sustainable Web Design,7.826518,6.5386205,7.844857,32
Simplify your environment variable management,Environmental Management,12.200667,4.078884,4.932966,69
Setup Remote Dev Environment (memo),Environmental Management,11.187335,4.5231924,5.5648856,69
🌟 WeDidIt Foundation: Inspiring Change Through Volunteerism,Software Sustainability,6.9293633,5.309768,6.9217963,61
Difference Between reverse and reverse_lazy and how to use it with get_absolute_url,Python Virtual Environments,10.840565,2.5700855,4.4171906,15
My Dev Environment 2025,Environmental Management,11.225515,4.595956,5.625881,69
Understanding and Fixing the Externally-Managed-Environment Error,Python Virtual Environments,10.677312,2.4345257,4.457503,15
Optimizing Environmental Resource Management with IoT and AI Integration,Smart City Innovations for Sustainable Resource Management,8.940797,9.813591,3.6276987,5
The 3 Rules that 10x my Productivity (1 min read),Environmental Management,11.179883,4.6710873,5.758548,69
Env-Core: An Easy Way to Validate Environment Variables in Node.js Projects,Environmental Management,12.628233,3.9965672,4.9640985,69
Handling Environment Variables in Vite,Environmental Management,12.45482,4.217007,5.013771,69
PDF Scan File Size: What To Do About It.,Software Sustainability,7.057912,6.180538,6.5156364,61
"Anaconda Installation and Virtual Environments: A Comprehensive Guide for Windows, Linux, and macOS",Python Virtual Environments,10.551201,2.4618855,4.578295,15
A greener planet with tech,Sustainable Web Design,7.7630916,6.188306,8.274278,32
Setting Up a Development Environment Using Laravel Sail (Docker),Environmental Management,11.06559,4.310441,5.091244,69
Daniel Siegel Alonso Suggests Sustainable Practices for the Music Industry,Software Sustainability,6.7907944,5.630716,6.4660563,61
@Environment variables,Environmental Management,12.300672,4.138008,4.825508,69
Ongoing Carbon Emission Reduction Efforts Beneficial to Global Blue Ammonia Market Growth,Renewable Energy Market,8.034999,12.012929,3.2533562,40
Parsing structured environment variables in Rust,Environmental Management,12.223291,4.012254,4.911349,69
Sustainable Practices in Sports Turf Manufacturing: Reducing Environmental Footprint,Sustainable Construction Technologies,10.634667,9.495832,3.5267913,11
Adding Environment Variables to Your Webpack Project,Environmental Management,12.586801,4.0906696,5.0429406,69
PHP on Manjaro with ASDF,Environmental Management,11.08916,4.243211,4.993488,69
Harnessing Solar Power: The Key to Environmental Protection,Renewable Energy Market,8.053382,12.587241,3.282538,40
Navigating Challenges in Scaling Your Engineering Team: Strategies for Success,Workplace dynamics,9.427158,5.415966,5.512447,31
Dotenv: Python app environment variable vs. Linux environment variable,Python Virtual Environments,10.891499,2.5613549,4.391175,15
Uncaught ReferenceError: process is not defined,Environmental Management,12.493003,3.868443,4.8705287,69
How to Get Environment Specific Configuration at Runtime in Angular,Environmental Management,12.562521,4.1073213,4.8396506,69
How cryptocurrency destroys environment,Blockchain for Sustainability,4.7862015,4.8411684,6.668566,13
Python Virtual Environments,Python Virtual Environments,10.581803,2.4695468,4.5501747,15
Setting up an Alias for a Directory in Apache2 Server,Environmental Management,11.699077,4.232986,5.3145285,69
PyEnv & Poetry - BFFs 💖,Python Virtual Environments,10.583515,2.4658077,4.541829,15
2023 Mac Setup for Web Development (Part 01),Environmental Management,11.402576,4.48956,5.566767,69
How to Create Your Own Decentralized Exchange (DEX) in Solidity & HardHat,Open Source Funding,12.982591,4.530192,11.206528,46
"Make the Web Greener, Luxury Edition",Sustainable Web Design,7.779938,6.7665596,8.201226,32
Configure a custom env on Azure ML,Environmental Management,11.302866,4.252201,5.201745,69
How to save Environment Variables in Python virtual env,Python Virtual Environments,10.7583885,2.486862,4.453237,15
Living in the Shell #24; chmod (Modify file/directory permissions),Environmental Management,11.887243,4.2671323,5.386798,69
Easy use of multiple environment variables - Cypress 10+ edition,Environmental Management,12.561939,4.0184426,4.89401,69
Dark to Midnight Mode,Sustainable Web Design,7.6352997,6.2030387,8.211023,32
Helping the Environment by Saving Two Centuries of Compute time,Early Earthquake Warning Systems,6.1123886,6.390735,6.274698,8
How do you handle toxic environment at your work?,Workplace dynamics,9.667497,5.3637404,5.467007,31
Living with a low profile,Workplace dynamics,9.678805,5.308142,5.5255375,31
Conda tip from a `requirements.txt` type of person,Environmental Management,11.642161,4.2045894,5.261532,69
What companies should care about when it comes to employees,Workplace dynamics,9.741135,5.2916455,5.5515847,31
Github Actions: set-variables,Environmental Management,12.239643,4.109969,4.772367,69
Recursive replace input value with process environment values in console,Environmental Management,12.429092,4.143683,4.873555,69
Green website design,Sustainable Web Design,7.7439265,7.034754,8.437378,32
Handling Passwords and Secret Keys using Environment Variables,Python Virtual Environments,10.883238,2.55346,4.3910336,15
MacOS Environment Setup Guide - Developer Edition,Environmental Management,11.400042,4.4530725,5.5005774,69
The initial setup on a fresh OS,Environmental Management,11.361728,4.510232,5.595538,69
Link an OpenShift K8s Context to a local ENT CLI profile,Environmental Management,11.589847,4.281905,5.378713,69
4 tips to supercharge your Git experience,Environmental Management,11.776793,4.239595,5.309632,69
How to Make Greatness Easier to Achieve,Workplace dynamics,9.574152,5.4136977,5.5940886,31
Setting up a VS Code Dev Container - minikube,Environmental Management,11.03154,4.395219,5.238902,69
django-environ with Lists Environment Varibles in .env Files,Python Virtual Environments,10.826,2.5257084,4.41241,15
Bitcoin energy consumption is bad but this is not the question,Blockchain for Sustainability,4.8023906,4.581245,6.877167,13
Managing multiple environments in NestJS,Environmental Management,12.535942,3.8695614,4.9544277,69
"Frontend Environment Variables – What, Why and How",Environmental Management,12.493408,4.1909103,4.9534006,69
Configuring Github on your Dev Environment Part One,Environmental Management,11.687334,4.2235885,5.3063636,69
How to make Systemd have access to environment variables,Environmental Management,12.108657,4.1003375,4.9959726,69
Make your own path,Workplace dynamics,9.678616,5.2182593,5.6450987,31
Dealing with Environment Variables in Flask,AI Energy Consumption,9.263538,6.6869693,5.2054877,21
Testing Environment variable in pytest,Environmental Management,12.045177,3.937673,4.92041,69
What is your inverse bus factor?,Workplace dynamics,9.608899,5.329993,5.4890184,31
"react-native rnfirebase Firebase GoogleService-Info.plist with different build schemes, environment",Environmental Management,12.659567,3.8432472,5.2501745,69
Inject Properties from Properties File using Spring Environment,Environmental Management,12.219194,4.058074,4.8438787,69
🧪 Github Actions for Dart package with Environment variables 🧪,Environmental Management,12.111763,3.9846234,5.0013723,69
Battleforte Game Update: Special Tree for Backers/Supporters,Workplace dynamics,9.55844,5.571999,5.805304,31
Envrionment in .NET Core,Environmental Management,12.555822,4.1774945,4.974421,69
Top 5 Influencers That Are Environmental Activists,Software Sustainability,6.6751585,5.412254,6.4395523,61
Proposition of manifesto for green software development,Software Sustainability,6.651644,5.975418,7.152331,61
Setting up a VS Code Dev Container,Environmental Management,11.084371,4.4047337,5.2333503,69
"Offsetting our carbon emissions, one space shuttle at a time",Software Sustainability,6.1333423,5.6503787,6.4019156,61
How to get environment variables from a running process in Linux,Environmental Management,11.904534,4.2410226,5.1362143,69
Manage environment variables with decouple in Python,Python Virtual Environments,10.655123,2.445469,4.4922256,15
bash script - Check if environment variable was set.,Environmental Management,12.02092,4.3997617,5.272758,69
My Common Lisp config in January 2021,Environmental Management,10.22773,4.947301,5.4763355,69
Bitcoin and Social Standards,Blockchain for Sustainability,4.9197187,4.624864,6.8551617,13
5 things I wish I knew before adding a variable in .env,Environmental Management,12.09247,4.234403,5.1917195,69
React native environment Setup,Environmental Management,12.664834,3.8809607,5.27956,69
SetUp Python virtual environment,Python Virtual Environments,10.668127,2.456438,4.484266,15
Installing Java on MacOS using Homebrew and JEnv,Environmental Management,11.608639,4.3610735,5.4333863,69
Forget XAMPP! Create a dev environment | Part 2 | Install composer,Environmental Management,11.083885,4.2567544,5.014015,69
Forget XAMPP! Create a dev environment | Part 1 | Install PHP,Environmental Management,11.112226,4.246455,5.015644,69
"Using Environment Variables in NodeJS, and why we want to use them.",Environmental Management,12.519758,4.2971807,4.9570107,69
Setting up Windows for development,Environmental Management,11.15238,4.7154584,5.8272834,69
Introducing The sustainable.dev,Sustainable Web Design,7.7776346,6.1879916,8.338376,32
rusty start...,Workplace dynamics,9.787144,5.0207024,5.757097,31
`heroku local` command with ESET Cyber Security Pro,Environmental Management,12.563595,3.5406635,4.9322877,69
How to Create Multiple Environments with Vercel (Zeit Now) and Next.js?,Environmental Management,12.300058,4.037237,5.066827,69
Everything you need to know about Environment Variables in Vue.js,Environmental Management,12.497355,4.1430387,5.027251,69
Web development with Windows 10,Environmental Management,11.1280155,4.738504,5.8545647,69
Tiling window Management with i3,Environmental Management,11.131505,4.741837,5.8471375,69
Dockerize a react app with NGINX for multiple environments,Environmental Management,12.568258,4.063822,5.096957,69
direnv -- Take Control of your Development Environment,Python Virtual Environments,10.576543,2.454606,4.5430455,15
"My Opinion on the ""Blauer Engel"" for Software",AI Energy Consumption,9.126177,6.601741,5.4262342,21
Flask-Firebase app on Heroku not getting env vars,Environmental Management,12.578452,3.5933957,4.9477625,69
"Dipping my toes, starting with The Odin Project",Workplace dynamics,9.723818,5.0694666,5.772796,31
"Working with your running program, an interactive environment",Workplace dynamics,10.138434,4.9925685,5.5169067,31
Django Environment Variables,Python Virtual Environments,10.852584,2.5156643,4.3947763,15
Carbon-neutral coding: We've just partnered with Offset Earth,Software Sustainability,6.181003,5.684334,6.504669,61
"Sorry, but your cat or dog AI is damaging the world.",AI Energy Consumption,9.174358,7.0542917,5.064533,21
WSL 2.0: More of the good juice,Environmental Management,11.14346,4.7164583,5.8275986,69
Custom Developer Setups,Workplace dynamics,9.752743,5.3176355,5.5713763,31
Engineering Team Manifesto,Workplace dynamics,9.525933,5.357717,5.5957685,31
Protect your environment variables at all cost,Environmental Management,11.92891,4.2551556,5.3018117,69
My Development Environment 2018,Environmental Management,11.139609,4.5247335,5.434624,69
How to use dynamic environment variables in VueJS,Environmental Management,12.544387,4.0820475,5.0929394,69
Isolated DEV environments on docker (moving away from cloud9),Environmental Management,10.970029,4.4258685,5.251065,69
Tell us your experience about poisonous work environment and how you moved on.,Workplace dynamics,9.656847,5.346245,5.476057,31
🔁 Stable vs unstable sorting,Workplace dynamics,10.100247,4.991422,5.520926,31
.env file in public folder is a security risk,Environmental Management,11.943944,4.2642565,5.300625,69
next.js multiple environment builds,Environmental Management,12.646253,3.9596663,5.0519648,69
Programming robs us of our spaces. Dynamicland could give them back.,Workplace dynamics,9.845099,5.4047756,5.6588316,31
Python default location,Python Virtual Environments,10.683838,2.4359071,4.458526,15
Experience for using Carbon Footprint App by Aossie,Software Sustainability,6.4982076,5.5333323,6.6533313,61
"Setting up a Minimal, Yet Useful JavaScript Dev Environment ",Environmental Management,12.6798935,3.9730659,5.014771,69
Climate Strike,Software Sustainability,6.4276648,5.76373,6.8830996,61
Applying and organizing environment variables in web services,Environmental Management,11.898156,4.342581,5.108378,69
An Air Quality Update,Energy Efficiency and Monitoring,8.951293,10.667074,3.7041798,19
"Help, I’ve imported environment from environment.prod!",Environmental Management,12.578929,4.0987554,4.8565483,69
What's Up With That!?: SINATRA_ENV,Environmental Management,12.32166,3.9895382,5.0848646,69
Jedi PyPi error,Python Virtual Environments,10.68957,2.4322796,4.44836,15
Answer: Combining conda environment.yml with pip requirements.txt,Tech for Good,7.9460588,5.6818833,7.341694,11
PositiveAI using vibeApp for learning experiences,Workplace dynamics,9.613744,5.0371323,5.9213204,31
You are managing your code snippets wrong. Here’s how to stay ahead of 99% dev.,Environmental Management,10.580877,4.736471,5.4460487,69
Sustainable UX: Creating Efficient and Green Digital Experiences 🌱💻,Sustainable Web Design,7.752746,7.000001,8.451454,32
How is IoT Useful in Waste Management?,Smart City Innovations for Sustainable Resource Management,8.966261,9.817714,3.6523786,5
Sustainable Software Development: Building Eco-Friendly Solutions for a Greener Future,Software Sustainability,5.444157,6.2324405,7.2736096,61
The Environmental Impact of Tech: Navigating the Digital Carbon Footprint,Software Sustainability,7.3350353,6.4807515,6.375484,61
When AI Feels Too Real: The Perils and Power of Emotionally Intelligent Machines,AI Energy Consumption,9.299591,7.220267,4.90139,21
# Level Up Library Outreach: A Developer's Guide to Community Engagement Strategies,AI Energy Consumption,8.171934,5.5899806,6.831169,21
```,AI Energy Consumption,8.164581,5.591281,6.8289795,21
Beyond Code: Why I Build Apps with a Human Purpose,Workplace dynamics,9.613714,5.0430202,5.9592695,31
"One Platform, Two Entry Points — Designing the Right Registration Flow",Workplace dynamics,9.615927,5.0620556,5.8568788,31
Designing ITConnect — From a Student Idea to a Real Experience,Workplace dynamics,9.579509,5.1073527,5.8716555,31
I'm Tired of Toxic Social Media — So I'm Building My Own Platform Focused on Belonging,Tech for Good,7.9761763,5.2664294,6.9312186,11
Smart Seas: How Tech is Transforming Aquaculture and Fisheries in 2025,Sustainable Agriculture and Food Technology,8.533263,9.5164585,3.217679,9
AI's Human Horizon,AI Energy Consumption,9.184087,7.064161,5.0610886,21
Designing for Diversity: Inspiration from Microsoft’s Inclusive-tech-lab,AI Energy Consumption,9.071223,6.3670416,5.6380897,21
"Yoo Devs, Where’s Your Old Laptop?",Workplace dynamics,7.6205177,6.236307,6.4932346,31
"🚨 AI customer service assistant to help teams in ""state of emergency"" times",AI Energy Consumption,9.297914,7.2765455,4.8596783,21
🔥 Full Stack Opportunity - TypeScript/React - £90k - Are you hungry for something new?,Workplace dynamics,9.082577,5.0025964,6.2050133,31
Full-stack dev wanted,Workplace dynamics,9.109439,5.0067506,6.1859517,31
The Three Reasons For Getting Into Tech,Open Source Funding,13.309554,3.5535128,10.569813,46
OpenEEW a Call for Code Open Source Project ,Early Earthquake Warning Systems,6.1363416,6.401558,5.986648,8
"Hack Hate presentations, prizes, and a magical performance!",Tech for Good,7.9975557,5.405672,7.094373,11
We're running Hack Hate - a hackathon against hate crime. Here's why!,Tech for Good,7.9778857,5.4110365,7.095441,11
Participate in Local Issues with a SMS Chatbot,AI Energy Consumption,9.302483,7.3126554,4.828224,21
Getting started with #techforgood – what I’ve found so far,Tech for Good,7.966191,5.2606397,6.8910327,11
NYC Technologists Ring the Bells That Still Can Ring,Tech for Good,7.956776,5.4472566,7.1006317,11
Notes from the Tech for GoodÂ Meetup,Tech for Good,7.9568486,5.3363075,7.0046244,11
